"date","station","land_use","method","lengths"
"2006-06-25","DK-Sor","Deciduous broadleaf forests","Mod. Ford and Labosier",25
"2014-06-05","DK-Sor","Deciduous broadleaf forests","Mod. Ford and Labosier",40
"1997-02-05","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"1998-02-05","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"1999-07-09","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"1999-09-03","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"2000-04-01","DK-Sor","Deciduous broadleaf forests","Multi-criteria",84
"2003-04-09","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"2003-05-21","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"2006-06-11","DK-Sor","Deciduous broadleaf forests","Multi-criteria",49
"2006-09-03","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"2009-03-19","DK-Sor","Deciduous broadleaf forests","Multi-criteria",42
"2009-08-06","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"2010-06-04","DK-Sor","Deciduous broadleaf forests","Multi-criteria",42
"2013-07-02","DK-Sor","Deciduous broadleaf forests","Multi-criteria",35
"2014-02-12","DK-Sor","Deciduous broadleaf forests","Multi-criteria",28
"1996-04-05","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"1996-08-08","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"1997-03-07","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"1997-07-20","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"1997-08-29","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2000-09-27","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2000-10-07","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-07-05","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-09-18","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-02-15","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-05-26","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2002-07-15","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-08-09","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2002-09-03","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2003-01-21","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-07-15","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2003-09-13","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2004-04-15","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2004-04-30","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2004-08-03","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-07-10","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-10-03","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-05-01","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-06-10","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2006-06-30","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-09-18","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-11-27","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-03-12","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-03-27","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-04-11","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-05-31","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2007-08-09","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2007-12-17","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-04-30","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-05-26","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-06-25","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-05-16","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-06-30","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",20
"2010-07-25","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-03-02","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-04-21","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-05-31","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2011-07-25","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-08-24","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-09-28","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-10-28","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2013-02-25","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-05-26","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2013-06-20","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-02-10","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-05-16","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-07-20","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2014-08-04","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-10-13","FI-Hyy","Evergreen needleleaf forests","Mo and Lettenmeier",5
"1997-03-17","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"1998-11-12","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2003-09-03","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2004-08-08","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",35
"2005-02-25","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2005-04-11","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2005-10-03","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",55
"2006-01-16","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2006-05-01","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2006-09-13","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2007-04-01","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2007-08-09","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2008-04-20","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2009-06-25","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",30
"2009-12-02","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2010-01-31","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2010-06-30","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2010-11-22","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2011-02-15","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2013-07-10","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2014-01-16","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"2014-07-20","FI-Hyy","Evergreen needleleaf forests","Ford and Labosier",40
"1996-08-05","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"1997-02-19","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",35
"1997-12-31","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",64
"2004-03-18","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",49
"2004-09-23","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2006-04-16","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2007-03-05","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",42
"2007-07-30","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2007-10-08","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2009-01-08","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",42
"2009-04-09","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2010-02-12","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",28
"2010-06-18","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",42
"2014-06-25","FI-Hyy","Evergreen needleleaf forests","Pendergrass et al.",49
"1996-07-10","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",69
"1997-05-17","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",31
"1998-10-23","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",40
"2000-06-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",30
"2000-08-17","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",46
"2002-01-23","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",46
"2003-10-10","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",31
"2006-04-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",45
"2006-06-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",82
"2008-04-10","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",53
"2009-04-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",30
"2010-06-10","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",43
"2010-09-17","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",30
"2011-04-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",38
"2011-10-17","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",31
"2013-04-23","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",30
"2014-07-02","FI-Hyy","Evergreen needleleaf forests","Noguera et al.",31
"1996-10-27","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"1997-02-05","FI-Hyy","Evergreen needleleaf forests","Christian et al.",45
"1997-04-01","FI-Hyy","Evergreen needleleaf forests","Christian et al.",40
"1997-09-13","FI-Hyy","Evergreen needleleaf forests","Christian et al.",70
"1998-03-12","FI-Hyy","Evergreen needleleaf forests","Christian et al.",45
"1998-08-14","FI-Hyy","Evergreen needleleaf forests","Christian et al.",55
"1999-08-14","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"1999-11-02","FI-Hyy","Evergreen needleleaf forests","Christian et al.",30
"1999-12-17","FI-Hyy","Evergreen needleleaf forests","Christian et al.",50
"2001-05-26","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2002-03-12","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2003-07-30","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2003-11-27","FI-Hyy","Evergreen needleleaf forests","Christian et al.",105
"2004-06-19","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2005-04-16","FI-Hyy","Evergreen needleleaf forests","Christian et al.",40
"2005-06-10","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2006-04-06","FI-Hyy","Evergreen needleleaf forests","Christian et al.",30
"2006-06-30","FI-Hyy","Evergreen needleleaf forests","Christian et al.",45
"2008-04-15","FI-Hyy","Evergreen needleleaf forests","Christian et al.",45
"2008-10-22","FI-Hyy","Evergreen needleleaf forests","Christian et al.",35
"2009-01-26","FI-Hyy","Evergreen needleleaf forests","Christian et al.",90
"2009-11-17","FI-Hyy","Evergreen needleleaf forests","Christian et al.",40
"2010-06-20","FI-Hyy","Evergreen needleleaf forests","Christian et al.",40
"2010-09-03","FI-Hyy","Evergreen needleleaf forests","Christian et al.",30
"2014-12-02","FI-Hyy","Evergreen needleleaf forests","Christian et al.",30
"1998-11-02","FI-Hyy","Evergreen needleleaf forests","Osman et al.",45
"1999-09-08","FI-Hyy","Evergreen needleleaf forests","Osman et al.",20
"2000-06-14","FI-Hyy","Evergreen needleleaf forests","Osman et al.",25
"2002-04-21","FI-Hyy","Evergreen needleleaf forests","Osman et al.",60
"2002-07-30","FI-Hyy","Evergreen needleleaf forests","Osman et al.",30
"2002-10-03","FI-Hyy","Evergreen needleleaf forests","Osman et al.",145
"2003-08-29","FI-Hyy","Evergreen needleleaf forests","Osman et al.",35
"2004-05-30","FI-Hyy","Evergreen needleleaf forests","Osman et al.",60
"2005-02-10","FI-Hyy","Evergreen needleleaf forests","Osman et al.",50
"2005-04-16","FI-Hyy","Evergreen needleleaf forests","Osman et al.",20
"2005-06-20","FI-Hyy","Evergreen needleleaf forests","Osman et al.",35
"2005-11-02","FI-Hyy","Evergreen needleleaf forests","Osman et al.",20
"2006-05-01","FI-Hyy","Evergreen needleleaf forests","Osman et al.",30
"2006-06-05","FI-Hyy","Evergreen needleleaf forests","Osman et al.",75
"2007-02-05","FI-Hyy","Evergreen needleleaf forests","Osman et al.",25
"2007-05-01","FI-Hyy","Evergreen needleleaf forests","Osman et al.",75
"2007-08-09","FI-Hyy","Evergreen needleleaf forests","Osman et al.",35
"2008-04-15","FI-Hyy","Evergreen needleleaf forests","Osman et al.",65
"2009-05-11","FI-Hyy","Evergreen needleleaf forests","Osman et al.",25
"2009-07-25","FI-Hyy","Evergreen needleleaf forests","Osman et al.",20
"2009-09-13","FI-Hyy","Evergreen needleleaf forests","Osman et al.",65
"2009-12-02","FI-Hyy","Evergreen needleleaf forests","Osman et al.",50
"2010-01-31","FI-Hyy","Evergreen needleleaf forests","Osman et al.",60
"2010-06-25","FI-Hyy","Evergreen needleleaf forests","Osman et al.",45
"2010-11-17","FI-Hyy","Evergreen needleleaf forests","Osman et al.",75
"2011-02-15","FI-Hyy","Evergreen needleleaf forests","Osman et al.",35
"2011-04-21","FI-Hyy","Evergreen needleleaf forests","Osman et al.",30
"2013-07-10","FI-Hyy","Evergreen needleleaf forests","Osman et al.",35
"2014-01-01","FI-Hyy","Evergreen needleleaf forests","Osman et al.",50
"2014-06-30","FI-Hyy","Evergreen needleleaf forests","Osman et al.",50
"1996-07-22","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",49
"1997-03-05","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"1997-05-14","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",35
"1997-08-06","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"1999-08-27","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"2000-06-10","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"2000-08-26","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",49
"2002-07-30","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",35
"2005-09-17","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"2006-04-09","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",105
"2007-03-12","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"2008-04-15","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",63
"2009-04-09","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",56
"2010-06-18","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",42
"2010-09-24","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",35
"2011-04-16","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"2013-04-30","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",35
"2013-07-02","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",35
"2014-07-02","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",42
"2014-09-10","FI-Hyy","Evergreen needleleaf forests","Alencar et al.",28
"1997-03-12","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2003-08-24","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2004-08-03","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2005-04-06","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2005-09-28","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2006-04-26","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2006-08-24","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2007-03-27","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2007-07-30","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2008-04-05","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2009-06-20","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",25
"2010-06-20","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2013-07-05","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2014-07-15","FI-Hyy","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"1997-02-05","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"1998-02-05","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"1999-07-09","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"1999-09-03","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2000-04-01","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",84
"2003-04-09","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2003-05-21","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2006-06-11","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",49
"2006-09-03","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2009-03-19","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",42
"2009-08-06","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2010-06-04","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",42
"2013-07-02","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",35
"2014-02-12","FI-Hyy","Evergreen needleleaf forests","Multi-criteria",28
"2001-06-20","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-09-08","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-09-18","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-05-01","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-05-26","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",20
"2002-08-24","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-07-15","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-07-25","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2004-11-06","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-02-05","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-06-10","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-08-09","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-10-03","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-04-26","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-05-06","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-06-10","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2007-10-23","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-02-05","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-12-16","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-12-26","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-01-21","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-12-07","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-05-16","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-10-03","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-06-25","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-11-07","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-08-13","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-02-25","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-07-05","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2014-07-20","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-08-04","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-09-08","FI-Sod","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-11-02","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2002-04-26","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",35
"2002-07-30","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2002-10-13","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2003-07-15","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2003-12-07","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2004-11-16","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",35
"2005-06-30","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",30
"2006-04-16","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2007-05-21","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2011-04-16","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2011-11-12","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2013-01-11","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2013-08-24","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",40
"2013-11-22","FI-Sod","Evergreen needleleaf forests","Ford and Labosier",35
"2007-05-14","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",28
"2009-09-10","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",28
"2010-09-24","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",42
"2011-06-25","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-08-13","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",28
"2013-05-07","FI-Sod","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-05-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",61
"2005-06-02","FI-Sod","Evergreen needleleaf forests","Noguera et al.",38
"2006-04-02","FI-Sod","Evergreen needleleaf forests","Noguera et al.",45
"2007-05-17","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2008-01-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2009-09-10","FI-Sod","Evergreen needleleaf forests","Noguera et al.",30
"2010-03-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2010-05-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2010-11-02","FI-Sod","Evergreen needleleaf forests","Noguera et al.",61
"2011-04-02","FI-Sod","Evergreen needleleaf forests","Noguera et al.",45
"2011-10-17","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2013-04-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",40
"2013-06-23","FI-Sod","Evergreen needleleaf forests","Noguera et al.",40
"2014-06-17","FI-Sod","Evergreen needleleaf forests","Noguera et al.",30
"2014-08-17","FI-Sod","Evergreen needleleaf forests","Noguera et al.",31
"2003-06-05","FI-Sod","Evergreen needleleaf forests","Christian et al.",30
"2003-10-18","FI-Sod","Evergreen needleleaf forests","Christian et al.",40
"2004-10-17","FI-Sod","Evergreen needleleaf forests","Christian et al.",45
"2006-04-06","FI-Sod","Evergreen needleleaf forests","Christian et al.",30
"2006-05-16","FI-Sod","Evergreen needleleaf forests","Christian et al.",30
"2006-07-15","FI-Sod","Evergreen needleleaf forests","Christian et al.",30
"2006-09-13","FI-Sod","Evergreen needleleaf forests","Christian et al.",40
"2008-03-31","FI-Sod","Evergreen needleleaf forests","Christian et al.",30
"2009-08-29","FI-Sod","Evergreen needleleaf forests","Christian et al.",40
"2009-12-12","FI-Sod","Evergreen needleleaf forests","Christian et al.",35
"2011-03-02","FI-Sod","Evergreen needleleaf forests","Christian et al.",55
"2011-11-02","FI-Sod","Evergreen needleleaf forests","Christian et al.",45
"2012-08-23","FI-Sod","Evergreen needleleaf forests","Christian et al.",70
"2013-04-26","FI-Sod","Evergreen needleleaf forests","Christian et al.",35
"2001-02-25","FI-Sod","Evergreen needleleaf forests","Osman et al.",65
"2001-06-25","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2001-10-23","FI-Sod","Evergreen needleleaf forests","Osman et al.",135
"2002-03-12","FI-Sod","Evergreen needleleaf forests","Osman et al.",30
"2002-05-01","FI-Sod","Evergreen needleleaf forests","Osman et al.",55
"2002-07-30","FI-Sod","Evergreen needleleaf forests","Osman et al.",35
"2002-10-13","FI-Sod","Evergreen needleleaf forests","Osman et al.",100
"2003-06-10","FI-Sod","Evergreen needleleaf forests","Osman et al.",30
"2003-07-20","FI-Sod","Evergreen needleleaf forests","Osman et al.",35
"2003-12-07","FI-Sod","Evergreen needleleaf forests","Osman et al.",25
"2004-11-16","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2005-05-21","FI-Sod","Evergreen needleleaf forests","Osman et al.",65
"2006-05-06","FI-Sod","Evergreen needleleaf forests","Osman et al.",55
"2006-07-20","FI-Sod","Evergreen needleleaf forests","Osman et al.",85
"2006-10-18","FI-Sod","Evergreen needleleaf forests","Osman et al.",25
"2007-05-11","FI-Sod","Evergreen needleleaf forests","Osman et al.",50
"2007-09-28","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2008-06-29","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2008-09-07","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2009-06-20","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2009-10-28","FI-Sod","Evergreen needleleaf forests","Osman et al.",25
"2011-04-16","FI-Sod","Evergreen needleleaf forests","Osman et al.",30
"2011-11-07","FI-Sod","Evergreen needleleaf forests","Osman et al.",25
"2011-12-27","FI-Sod","Evergreen needleleaf forests","Osman et al.",115
"2012-10-07","FI-Sod","Evergreen needleleaf forests","Osman et al.",30
"2012-12-31","FI-Sod","Evergreen needleleaf forests","Osman et al.",71
"2013-04-26","FI-Sod","Evergreen needleleaf forests","Osman et al.",35
"2013-08-24","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2013-11-12","FI-Sod","Evergreen needleleaf forests","Osman et al.",40
"2014-08-24","FI-Sod","Evergreen needleleaf forests","Osman et al.",25
"2014-10-03","FI-Sod","Evergreen needleleaf forests","Osman et al.",20
"2002-04-30","FI-Sod","Evergreen needleleaf forests","Alencar et al.",35
"2003-06-11","FI-Sod","Evergreen needleleaf forests","Alencar et al.",49
"2005-06-11","FI-Sod","Evergreen needleleaf forests","Alencar et al.",42
"2006-04-09","FI-Sod","Evergreen needleleaf forests","Alencar et al.",42
"2010-09-10","FI-Sod","Evergreen needleleaf forests","Alencar et al.",42
"2012-07-08","FI-Sod","Evergreen needleleaf forests","Alencar et al.",56
"2013-04-30","FI-Sod","Evergreen needleleaf forests","Alencar et al.",91
"2014-06-25","FI-Sod","Evergreen needleleaf forests","Alencar et al.",28
"2002-04-21","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2002-07-25","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2002-10-08","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2003-07-10","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",35
